ID|Name|RaisedFunds
"426296"|"Worthworm"|"0"
"348986"|"Revue Labs"|"0"
"387292"|"Planemo Studio"|"0"
"197181"|"anchor.travel"|"0"
"301124"|"Yo! app : Be Social At Local"|"0"
"332842"|"SeeIn Systems"|"0"
"104021"|"Alminder"|"0"
"188679"|"VoidBrains"|"0"
"64978"|"Alienplay Games"|"0"
"277321"|"Digital Perception"|"0"
"277600"|"QuantQ3"|"0"
"429131"|"Mobile Muse Apps"|"0"
"429025"|"FarmUp"|"0"
"428893"|"COMPRANDOFACIL"|"0"
"428885"|"StoreGenie "|"0"
"428538"|"ivory sands safari & beach lodges"|"0"
"406443"|"VastyData"|"0"
"428228"|"Dockerize.It"|"0"
"428006"|"Picotek"|"0"
"427906"|"Pay2Africa"|"0"
"427804"|"Restaurant Nyonya Suan"|"0"
"427554"|"Vine World"|"0"
"427379"|"Cokonnect"|"0"
"427375"|"ADAD"|"0"
"427220"|"ilankedisi.com"|"0"
"427136"|"SINGAPORE STANDARD"|"0"
"426945"|"Acumagnet"|"0"
"426853"|"Blow Me Hair App "|"0"
"426829"|"Blow Me Hair App "|"0"
"426771"|"Foodoozle.com"|"0"
"426765"|"TechPepper"|"0-10k"
"426116"|"Live2Create Foundation for the Arts"|"0"
"426021"|"Gentlemen' Basics"|"0"
"425957"|"Westphalian Energy"|"0"
"425934"|"Bot Colony Productions"|"0"
"425886"|"HomeQ - UK Property Questions & Answers"|"0"
"425863"|"Premium Financing R Us"|"0"
"425821"|"Premium Financing R Us"|"0"
"425779"|"BEARING DATA"|"0"
"425705"|"Sideric"|"0"
"425257"|"Livento Investments"|"0"
"425245"|"Proximity 5 "|"0"
"425189"|"Fortune 500 Marketing Solutions"|"0"
"425182"|"www,bluesky.today"|"0"
"2987"|"Everest"|"100k-1M"
"424596"|"Gymbud"|"0"
"424572"|"EHONISSA"|"0"
"424279"|"HomeOjO"|"0"
"423998"|"Femonoe"|"0"
"423974"|"GRINTLY"|"0"
"423967"|"Eventshot"|"0"
"423784"|"Australian MOOC Academy"|"0"
"423637"|"Gift Of A Helping Hand Charitable TR"|"0"
"423625"|"Poolhouse"|"10-100k"
"423492"|"Nutrit"|"0"
"423287"|"NaturelBiotech"|"0"
"423282"|"goNext"|"0"
"423227"|"TIBB"|"0"
"423152"|"BarNY"|"0"
"423144"|"BarNY"|"0"
"345966"|"GovBrain"|"10-100k"
"422782"|"Imua"|"0"
"422759"|"Converti.co"|"10-100k"
"422530"|"laserde.com"|"0"
"409374"|"StartupsTemple"|"0"
"421816"|"UAB Photo1Moment"|"0"
"207020"|"Indago"|"0"
"421351"|"Vidspoke"|"0"
"421343"|"Eyon Network Security"|"0"
"421261"|"Moneyworks"|"0"
"421055"|"Madfoo3atCom for ePayments, PSC"|"0"
"421029"|"VR Tech Labs"|"0"
"420921"|"Hellosuckers Capital Management"|"0"
"420913"|"WeddingAdvisor"|"0"
"420851"|"Minamate"|"0"
"420743"|"HardDrones"|"0"
"420386"|"Pipe Wipes"|"0"
"420247"|"GameDate"|"0"
"420235"|"Listinghack"|"0"
"418552"|"Soundtracks.io"|"0"
"419492"|"Telemedicine24.org"|"0"
"419006"|"SII"|"0"
"418804"|"fotovio"|"0"
"418706"|"Destaca.me"|"0"
"418091"|"TechConnectr"|"0"
"417869"|"Traderous"|"0"
"417778"|"Musicinfo"|"0"
"417741"|"Tweetdelay"|"10-100k"
"417724"|"Ekaay Typeless Login"|"0"
"70173"|"Kutoa"|"0"
"417589"|"SinCity Steampunk Dolls"|"0"
"417557"|"Medstro"|"0"
"417134"|"SVR"|"0"
"417076"|"The Original Brand Corporaton"|"0"
"417072"|"CLOUDSCLOCK"|"0"
"417003"|"2wenty7even"|"0"
"417001"|"Super Turbine"|"0"
"416981"|"Royal Spitfire"|"0"
"227671"|"Betify"|"0"
"416392"|"Racedingo"|"0"
"416322"|"English Connection"|"0"
"415527"|"MoonRabbit Design Studios"|"0"
"415324"|"Cosmic Games"|"0"
"415132"|"prana.co"|"0"
"414912"|"BollywoodTickets.com"|"0"
"414740"|"Autotall"|"0"
"414646"|"DATANEXT"|"0"
"414639"|"NAMU"|"0"
"414562"|"Education.bg"|"0"
"414209"|"Farmacias Inteligentes 24 "|"0"
"414108"|"1st Wellness & Performance"|"0"
"413992"|"ElfBite"|"0"
"413986"|"TheCopperCop"|"0"
"413957"|"Fans Cloth ID"|"0"
"413895"|"eMERAHAAT RETAIL PRIVATE"|"0"
"413822"|"BEE"|"0"
"413212"|"Social4Social"|"0"
"413138"|"JóòMah"|"100k-1M"
"413089"|"best sport drinks"|"0"
"412851"|"FoodTrace"|"0"
"412675"|"Fractal Systems"|"0"
"412021"|"Walter Smith & Tru Praize"|"0"
"412011"|"Kalos Media"|"0"
"411833"|"ECG healthcare system"|"0"
"411832"|"Selxfy App"|"0"
"411780"|"ONPLACE.ME"|"0"
"411548"|"Flood Valley Brewing"|"0"
"411378"|"The420effect.com"|"0"
"411301"|"Limitless: Outerwear"|"0"
"411258"|"Catoctin College"|"0"
"411118"|"Jobbox"|"0"
"410970"|"Makoo Jewels"|"0"
"410948"|"TransAction Group"|"0"
"269120"|"Tevatronic"|"0"
"410417"|"Alinemar Group"|"0"
"410374"|"Personal Assistant Plus"|"0"
"410358"|"supscri.be"|"0"
"409995"|"sounderbox"|"0"
"361303"|"Yconomus"|"0"
"409707"|"eCash.com"|"0"
"409697"|"CARPEDIEM"|"0"
"409558"|"SVP Systems"|"0"
"409252"|"Kiseguro"|"0"
"409181"|"Recommend.ly"|"0"
"409169"|"Bounce Industries"|"0"
"408854"|"Design Credits"|"0"
"408750"|"LinkPad"|"0"
"408698"|"Brewed In Chicago"|"0"
"408558"|"Kydalov & Partners"|"0"
"408488"|"TISZAI MEDIA"|"0"
"408409"|"Fusion Services of Florida"|"0"
"408361"|"Lucky 7 Angels"|"0"
"408331"|"TV Tog "|"0"
"408055"|"Refuel Group Fitness"|"0"
"408016"|"Winner Takes All"|"0"
"408007"|"Project Airplane"|"0"
"407890"|"Digital Marketing Courses"|"0"
"407829"|"Agora"|"0"
"407802"|"Voyz.es"|"0"
"407788"|"Mile High Hempfest"|"0"
"407714"|"ISocial "|"0"
"260048"|"TixAlert "|"10-100k"
"407148"|"Market Analyst"|"0"
"407003"|"Benefit"|"0"
"406993"|"Desire"|"0"
"406854"|"www.crowdfundtrips.com"|"0"
"406720"|"WEARTECH INC. "|"100k-1M"
"406691"|"3P eVentures"|"0"
"406659"|"Unique Lab Services"|"0"
"298680"|"Figure"|"0"
"406488"|"Linkia Soluções de E-commerce"|"0"
"406480"|"White-Out Reviews"|"0"
"406476"|"Epic Studios"|"10-100k"
"406235"|"Viridi Technology "|"0"
"406137"|"Unium"|"0"
"405664"|"Myster"|"0"
"405563"|"Mentor Lane"|"0"
"405536"|"Unique Lab Services"|"0"
"405214"|"AtYourService"|"0"
"405114"|"PORTAL Music Festival"|"0"
"405107"|"MB Trading VN"|"0"
"405052"|"Better Energy"|"0"
"404973"|"Cruisapalooza"|"0"
"404948"|"OfficeRiders"|"0"
"404742"|"Commerce Futurists"|"0"
"404646"|"Admirchi"|"0"
"404634"|"Green Web Design"|"10-100k"
"404628"|"BUSINESS DEVELOPMENT NETWORK"|"0"
"404601"|"FallFor"|"0"
"404472"|"Too Much Sense Productions"|"0"
"404037"|"SmashMouth Fantasy Sports"|"10-100k"
"404030"|"Nebel.TV"|"0"
"404015"|"Sentinel web technologies"|"0"
"403970"|"gde.ru - online classifieds"|"0"
"403924"|"Integralsoft"|"0"
"403795"|"Flash Messenger"|"0"
"403766"|"MyBeeble"|"0"
"403754"|"CrowdFund Beat Media Group"|"0"
"403599"|"eJobba.com"|"0"
"403357"|"SoapBox"|"0"
"403322"|"Acegamingsoftware "|"0"
"403286"|"www.dbateria.com"|"0"
"403171"|"achatlaser.com"|"0"
"403148"|"Bitcoin Brothers S.R.L"|"0"
"403081"|"SanFranSEO"|"0"
"402796"|"Perfect Pizza Company"|"0"
"402617"|"Perform Pro"|"0"
"402614"|"Dasα"|"0"
"172716"|"mod12"|"0"
"402587"|"MOSIGAH"|"0"
"402340"|"iHang Media "|"0-10k"
"401936"|"Remark"|"0"
"401934"|"OUTview TV"|"0"
"401758"|"BulkmailVps"|"0"
"401596"|"Media BCD / Concerto Records"|"0"
"401063"|"3Dogs Innovations"|"0"
"401048"|"GTS CENTRAL EUROPE ZRT"|"0"
"401041"|"JIN Technologies"|"0"
"400980"|"Shannon's Gourmet"|"0"
"400868"|"Placeview.in"|"0"
"400745"|"Haggell"|"10-100k"
"400409"|"Umbrella"|"0"
"400369"|"QuantCore Capital Management"|"0"
"400296"|"Guardian Technologies "|"0"
"400251"|"Chattanooga Express Inc "|"0"
"399978"|"Bauws"|"0"
"399907"|"Cohaper"|"0"
"399887"|"LiTeAfrica"|"0"
"399863"|"IT Bowl Web Design & SEO"|"0"
"399775"|"Arch Advantage"|"0"
"399723"|"Wireheads Labs In"|"0"
"399701"|"Virtual Las Vegas"|"0"
"272817"|"Onarbor"|"0"
"172829"|"AudioSnaps"|"0"
"399373"|"ProVivoX"|"0"
"399300"|"MindQube "|"0"
"399170"|"LiTeClick"|"0"
"372408"|"Pagido"|"0"
"134368"|"Altruus "|"0"
"398637"|"EduToday"|"0"
"398545"|"cycle.io"|"0"
"398538"|"Rachel'Z  Cakes & Coffee"|"0"
"398411"|"returnhelp"|"0"
"398343"|"Michael De Paulo"|"0"
"398331"|"Longman Suntech Energy Pvt."|"0"
"76534"|"PurpleCloud Technologies"|"0"
"398199"|"Quick Hang door installing systems"|"0"
"398197"|"maxMustermann"|"0"
"398105"|"Exchange Recovery Tool"|"0"
"397830"|"Ensemble Online"|"0"
"397733"|"SLC Valve Repair Services L.L.C"|"0"
"397643"|"Goldman Global & Greene (3G)"|"100k-1M"
"397639"|"Pvrenet"|"0"
"397620"|"Nauchi me"|"0"
"395598"|"Yardarm Technologies "|"0"
"397271"|"CLT+"|"0"
"397137"|"STARS COMMUNITY DEVELOPMENT"|"0"
"396981"|"Truth Be Told Productions"|"0"
"396816"|"MashDrop"|"0"
"396522"|"Profit Shastra"|"0"
"396190"|"PRmoter"|"0"
"396040"|"Jewelers Link"|"0"
"395967"|"jefonline"|"0"
"395792"|"Kwangl"|"0"
"395656"|"Bunni's Vintage Boutique & Cafe"|"0"
"395612"|"EasyEye"|"0"
"395233"|"Trash Riot"|"0"
"395209"|"Planet Hydra"|"0"
"395205"|"Candyland"|"0"
"394585"|"Great Insurance (GI)"|"0"
"394276"|"SwiftLaunch"|"0"
"394020"|"Promoto"|"0"
"393793"|"CgC Daily"|"0"
"393691"|"Qlientstream "|"0"
"393263"|"Sharp SEO Services"|"0"
"393239"|"IMOSNAP"|"0"
"393178"|"ARPS"|"0"
"393163"|"CORI.IO"|"0"
"393162"|"Pixeplus"|"0"
"392532"|"MamedovCo"|"0"
"392512"|"OUKSHEN"|"0"
"392507"|"Spinbackup"|"0"
"392491"|"igroup"|"0"
"392241"|"VIKĀSA"|"0"
"392142"|"Zenit"|"0"
"392133"|"Qaribo"|"0"
"69276"|"Mzines Digital"|"0-10k"
"391853"|"ebooxter"|"0"
"391774"|"Fallterms"|"0"
"391480"|"Guud"|"0"
"391376"|"We Do events & wedding Planning "|"0"
"391372"|"FaceReview"|"0"
"391351"|"Munarsh I.T Service"|"0"
"391298"|"WINE PROJECT S.A.S."|"0"
"391194"|"YUKANG International"|"0"
"391129"|"YouJoin"|"0"
"390943"|"IFA Prowear"|"0"
"390884"|"Robiee"|"0"
"390794"|"International Power & Energy"|"0"
"390549"|"Bizigo OTA"|"0"
"390503"|"Dashboards to Desktops"|"0"
"241034"|"Foogi"|"0"
"390326"|"BuckGet.com"|"0"
"390325"|"BuckGet.com"|"0"
"390277"|"hulabuk"|"0"
"390149"|"MGI Productions"|"0"
"389913"|"Game Rocket Studio"|"0"
"389673"|"Dentinal Tubules"|"0"
"389621"|"THT Films"|"0"
"389472"|"SWOX"|"0"
"389228"|"Attensee"|"0"
"389090"|"NewHaus"|"0"
"388513"|"Any Tasker"|"0"
"388378"|"Stallion Rockshore"|"0"
"388336"|"Barterd.in"|"0"
"388263"|"FINEX MEDIA SERVICES"|"0"
"388196"|"Trioed"|"0"
"388065"|"LinkedAge"|"0"
"387979"|"Imm'@gile"|"0"
"387925"|"Thank You."|"0"
"387861"|"Corridor Transit"|"0"
"387458"|"CheckDroid"|"0"
"387306"|"BEQ INVESTMENT"|"0"
"387242"|"Cityglobe"|"0"
"387106"|"Squarecoins.com"|"0"
"387089"|"Circonference"|"0"
"386887"|"Alpha "|"0"
"386641"|"Exhale"|"0"
"377233"|"Tonelive"|"0"
"386491"|"Federal Baseball"|"0"
"386485"|"Inquisto"|"0"
"386480"|"BitcoinsWatch"|"0"
"386468"|"NOT YET CHOSEN"|"0"
"386422"|"Maoni"|"0"
"386277"|"Drupal Development Milan"|"0"
"385917"|"Bulldog Digital Media"|"0"
"385733"|"MIR Apparel"|"0"
"385583"|"WexPortal"|"0"
"385557"|"The Haleem Campus (schools )"|"0"
"385508"|"Kampung Quest"|"0"
"385454"|"Galef"|"0"
"385251"|"Bella Lounge"|"0"
"384919"|"resQRant"|"0"
"384888"|"D'Vine Events & Entertainment "|"0"
"384744"|"GET THE DEAL NOW"|"0"
"384648"|"Verge"|"0"
"384506"|"AfroTrapMedia "|"0"
"384279"|"HalifaxBusiness.com"|"0"
"384123"|"FromMap"|"0"
"383745"|"inkSIG digital"|"0"
"384070"|"The School Day"|"0"
"383952"|"Atlas Conserve"|"0"
"383941"|"osmartex and company Nig"|"0"
"383915"|"DevJournal"|"0"
"383894"|"Black Bird"|"0"
"383861"|"Krave Greatness"|"0"
"383600"|"Urban Style Academy"|"0"
"383576"|"Amogam eBusiness"|"0"
"383372"|"AyeTraye Productions "|"0"
"367762"|"Fresh Vibes"|"0"
"383333"|"Musican"|"0"
"383323"|"All Marble Tiles"|"0"
"383271"|"Appiquest"|"0"
"383164"|"Curious LabX"|"0"
"383051"|"Coversant"|"0"
"383001"|"ANIMATE AND SAVE WILDLIFE"|"0"
"382923"|"Market Prophet"|"0"
"382912"|"Serrurier antibes "|"0"
"382815"|"Stylenda"|"0"
"382552"|"uminca"|"0"
"382439"|"B.R.A.T. Diet"|"0"
"382366"|"Mity Nice"|"0"
"382356"|"RUE CINQ"|"0"
"382203"|"Nazarite Media"|"0"
"382146"|"Klinns"|"0"
"382045"|"None"|"0"
"381756"|"Bc267 Cartooning Company"|"0"
"381774"|"SWB"|"0"
"381479"|"PushVendor"|"0"
"381234"|"VGO"|"0"
"381198"|"ChefsNshape"|"0"
"381185"|"Cannby"|"0"
"381062"|"Come Bien"|"0"
"381009"|"JP Investment"|"0"
"380978"|"Make Fashion"|"0"
"380471"|"Linda"|"0"
"380109"|"CaptainLeads"|"0"
"379741"|"edIQ"|"0"
"379729"|"Deespatch"|"0"
"379637"|"Sling"|"100k-1M"
"379618"|"The Seven 5"|"0"
"378915"|"EUROGROUP INDUSTRIAL KITCHENWARE"|"0"
"378903"|"Blue, Red and  Green"|"0"
"378747"|"MIB Systems"|"0"
"378624"|"YWMobile"|"0"
"378480"|"Glory"|"0"
"378429"|"VC Fund (India) "|"0"
"378182"|"Ballcapp"|"0"
"378084"|"Clubs in NYC"|"0"
"377775"|"Inksav.com"|"0"
"377726"|"Top World Traders"|"0"
"377520"|"Herocondoms"|"0"
"377193"|"coJuvo"|"0"
"377018"|"Zstat"|"0"
"377011"|"Aurora Global"|"0"
"376913"|"DaddyMotors"|"0"
"376724"|"Travelience"|"0"
"325908"|"Yssete"|"0"
"376446"|"Quantum Therapeutics "|"0"
"376397"|"Better: The Game"|"0"
"376184"|"TheStartupJournal"|"0"
"376061"|"Lifestyle Design Co."|"0"
"375831"|"Xcelthera"|"0"
"375800"|"OpipariDesignGroup"|"0"
"375758"|"Splitzee"|"0"
"375706"|"Penny Stock Dream"|"0"
"375558"|"Ctartup"|"0"
"375525"|"DGTS"|"0"
"375476"|"Hillpoint Enterprise Inc. DBA Handy Mart"|"0"
"375308"|"SafeLain"|"0"
"375079"|"Hehecook Inc,Co"|"0"
"374959"|"Delphi Amphitheater"|"0"
"374664"|"247 FINANCE DEAL COMPANY, INC., "|"0"
"374396"|"PlayZa"|"0"
"374370"|"EntiRx Technologies"|"0"
"374320"|"EDB to PST PRO Converter"|"0"
"374193"|"House of Swag"|"0"
"374182"|"Lindora"|"0"
"374100"|"Scholomance"|"0"
"373981"|"Pic Space"|"0"
"373729"|"Youtubevarsity"|"0"
"373334"|"Taskbiller"|"0"
"373120"|"Super Adventure Mega Quest"|"0"
"125998"|"LIQUORBOX"|"10-100k"
"372657"|"Let It Shine Auto Motorcycle Detailing"|"0"
"372409"|"Quezzle"|"0"
"372200"|"DOLL AND DUDE AVENUE"|"0"
"291033"|"Pitch Fade"|"0"
"371892"|"ToastyTote"|"0"
"371762"|"BuyMentions.com"|"0"
"371578"|"Exchange EDB Converter"|"0"
"371534"|"Itzpapalotl- An Independant Short"|"0"
"371436"|"Rental Geek"|"0"
"371421"|"Riselo"|"0"
"370837"|"Web Development Las Vegas"|"0"
"175572"|"2Event.com"|"10-100k"
"368149"|"4Virtuals"|"0"
"360979"|"Knitle"|"0"
"370402"|"Sellton"|"0"
"370230"|"Jan's Custom Rides"|"0"
"370096"|"SharesPost 100 Fund"|"0"
"370031"|"Mogribu "|"0"
"369834"|"JeyJeCa"|"0"
"369784"|"Food To Grow On"|"0"
"369719"|"Store With Me"|"0"
"369685"|"Coopers Lawn and Grounds Care"|"0"
"369587"|"PalmyraSweet"|"0"
"108496"|"BioHealthonomics "|"0"
"369491"|"MS Exchange Server Recovery"|"0"
"369224"|"Off the grid Cubes"|"100k-1M"
"368824"|"Zank & Company"|"0"
"368734"|"Zebra"|"0"
"368710"|"EZY-Booking.com Number 1 Booking Agency"|"10-100k"
"368678"|"Professional Technology Services"|"0"
"368625"|"sensato"|"0"
"205909"|"Ez3D"|"0"
"367966"|"Smash Solutions"|"100k-1M"
"367748"|"Phillip Lanier, Lanier Music Services"|"0"
"367680"|"WP Elevate"|"0"
"367596"|"Float Away"|"0"
"367562"|"TruClinic"|"0"
"367521"|"Fidesys"|"0"
"367274"|"Pulse Radio SA "|"0"
"367106"|"Rent A Gent"|"0"
"366837"|"Oohly"|"0"
"361884"|"Red Leaf Capital"|"10-100k"
"366670"|"Wheely"|"0"
"366605"|"Manalto"|"0"
"366507"|"Política Esporte Clube"|"0"
"366459"|"eVOLV Fitness"|"0"
"366447"|"RocketUpwards"|"0"
"366311"|"Gutenbergz"|"0"
"366170"|"iYaboo"|"0"
"366138"|"Northwest Memorial Medical Center"|"0"
"366137"|"Northwest Memorial Medical Center"|"0"
"366133"|"Suston"|"0"
"1566"|"Psykosoft"|"0"
"365908"|"bifuncional"|"0"
"365495"|"HybridSite"|"0"
"365473"|"The Grow Nature Co"|"0"
"365470"|"Match Stat"|"0"
"365345"|"Digital Sales"|"0"
"365328"|"itsmytalk"|"0"
"365222"|"NoJack"|"10-100k"
"364988"|"TechFactsOnline.com"|"0"
"364876"|"Recruiting2.0"|"0"
"364838"|"ClinZen"|"0"
"364798"|"module laser rouge 20mw"|"0"
"364790"|"Brain N Brand"|"0"
"364569"|"Dandora Dumpsite Rehabilitation Group "|"0"
"364555"|"Bliss Devices"|"0"
"364422"|"Futbolitos"|"0"
"364372"|"Collar"|"0"
"364326"|"Line Up Media"|"0"
"364323"|"Consulting Leaders Ltd "|"0"
"364151"|"Objectifiers"|"0"
"363829"|"XxpressPay"|"0"
"363715"|"Happy Sun Decor"|"0"
"363659"|"PulseBeat"|"0"
"363495"|"Foodivate"|"0"
"363435"|"Superior Solar Solution"|"0"
"200900"|"Next Glass"|"0"
"363246"|"F3D Games"|"0"
"363208"|"Rezonver"|"0"
"363206"|"Whispto"|"0"
"363205"|"Umby Racks"|"0"
"362803"|"FamousIdea"|"0"
"362720"|"Peakfactor Solution"|"0"
"362693"|"Investfoot"|"0"
"362628"|"Trekking Hero"|"0"
"270405"|"Klinq"|"0"
"362285"|"IoT.do - Internet of Things"|"0"
"361772"|"NWG studios"|"0"
"361744"|"mine"|"0"
"361655"|"BidMonster Group"|"0"
"361642"|"Monkey Paintball"|"0"
"361641"|"Home Planning"|"0"
"361328"|"9amigo.com"|"0"
"361270"|"Social HQ"|"0"
"361122"|"Tunnel Lab"|"0"
"361091"|"Snap"|"0"
"361004"|"Crowdfunding Compliance Center"|"0"
"360977"|"RueCentrale"|"0"
"360937"|"Gapedia.com"|"0"
"360832"|"Pervhub"|"0"
"360427"|"Spawnsong"|"0"
"359925"|"Getourguide"|"10-100k"
"301296"|"Jolancer"|"0"
"359818"|"Justin Chaplin Brown Studios"|"0"
"359748"|"The Definition Of Nyce Company"|"0"
"359690"|"American Dreaming INC. "|"0"
"359240"|"Camonban"|"0"
"358929"|"Lady Flower"|"0"
"358798"|"Q4 Nanosystems"|"0"
"358741"|"MapDentist.com"|"0"
"358736"|"Smoothbook"|"0"
"358342"|"ArisingLand.com"|"0"
"358324"|"Imagi Visualize"|"0"
"358236"|"TaskBeat"|"0"
"358129"|"Vibrasol"|"0"
"357650"|"vetidni.ru"|"0"
"357352"|"Same Day Dumpster Rental"|"0"
"357239"|"Hydrobee"|"0"
"357207"|"Hydrobee"|"0"
"357196"|"Kiwii Capital"|"0"
"287533"|"Refluence, A Selig MultiMedia Company"|"100k-1M"
"357134"|"Disabled Enabled"|"0"
"356625"|"CrowdFranchise"|"0"
"356532"|"The Balancing Act"|"0"
"356524"|"ITHelping"|"0"
"356158"|"the great wall"|"0"
"355924"|"Dragon Fruit Communications"|"0"
"355713"|"The Dream App"|"0"
"355490"|"Foster.ly"|"0"
"355055"|"ANAJ food truck manufacturers."|"0"
"354694"|"Comestiibles"|"0"
"354187"|"Healium"|"100k-1M"
"354391"|"ENTvantage Dx"|"0"
"353946"|"Visidom"|"0"
"353565"|"Health Infotech Networks"|"0"
"314086"|"Updeo"|"0"
"353436"|"GCP Solar"|"0"
"353121"|"ArcticFox Group / Workaholics Management"|"1M+"
"352999"|"Thinkcabs"|"0"
"352906"|"Miinnercircle"|"0"
"352893"|"ArcaneCapital"|"0"
"352608"|"Parrainage Hellobank"|"0"
"352587"|"TAGPEN"|"0"
"352552"|"BRI HOLLOWAY "|"0"
"101717"|"Global Coupon "|"1M+"
"352269"|"EvaGen"|"0"
"352265"|"Shipey"|"0"
"352205"|"Sunny's Kitchen"|"0"
"352136"|"Kwardrobe"|"0"
"351982"|"Star Flight Income"|"0"
"351927"|"Zmenu"|"0"
"351768"|"Velo Mobile Health"|"0"
"351691"|"Healthdecisions.Us"|"0"
"285950"|"Shoptsie"|"0"
"351419"|"JumpStartup"|"0"
"202403"|"Hashswag.it"|"0"
"351063"|"Wingman "|"0"
"350959"|"Wannawash"|"100k-1M"
"350860"|"Tecleor"|"0"
"350748"|"TEC - También es Cueca"|"0"
"350362"|"Phoenix Capital Advisors"|"0"
"350302"|"GameArx"|"0"
"349960"|"Formula206"|"0"
"349929"|"Parsly"|"0"
"349857"|"Mooshak Technologies"|"0"
"349678"|"Deal Stampede"|"0"
"349665"|"Piggyback"|"0"
"349637"|"QLH"|"0"
"349367"|"iCoach"|"0"
"349313"|"The Nifty Penguin"|"0"
"349253"|"Golf in Zone"|"0"
"349226"|"Qualiall"|"0"
"349168"|"mozaico.mx"|"0"
"349107"|"AbluWater"|"0"
"348883"|"Bitwealth Systems"|"0"
"348791"|"LifeSwift"|"0"
"348761"|"Socioboard Technologies"|"10-100k"
"348737"|"Frompo"|"0"
"348706"|"Bix Kenya"|"0"
"348703"|"Bix Kenya"|"0"
"348673"|"Soundflake"|"0"
"318764"|"ImMissingYou"|"0"
"348593"|"Setaway Tours"|"0"
"348517"|"Bottlerocket "|"0"
"348466"|"Kufuma"|"0"
"161152"|"Here Is How (ACQUI-HIRED by @policymic)"|"0"
"348209"|"Kotodaam.com"|"0"
"348184"|"Bait Lotion"|"0"
"348121"|"Sr. Pago"|"0"
"347999"|"Intellectlife.com"|"0"
"347897"|"CloudWorking"|"10-100k"
"347715"|"Metagoo"|"0"
"347592"|"CrowdTwitch"|"0"
"347352"|"Briceño's Academy Studios"|"0"
"347206"|"onbranding"|"0"
"347034"|"Fatface Dining"|"0"
"346966"|"Promogram"|"0"
"346769"|"Imperial Developments"|"0"
"346249"|"Contract It"|"0"
"346616"|"Prana Cafe (Jai LLC)"|"0"
"346597"|"ChiswickBJJ"|"0"
"346567"|"FrontCrew - Women who make Africa"|"0"
"346532"|"iCalamity"|"0"
"346198"|"BetsUP"|"0"
"346062"|"Waffirly"|"0"
"345993"|"kodan"|"0"
"345909"|" Naughty Girls Donut Shop"|"0"
"345824"|"UltraCoin"|"0"
"345799"|"EveryCook"|"0"
"345784"|"Togenit "|"0"
"345699"|"Indus Aviation Systems"|"0"
"345558"|"CultFresh"|"0"
"345547"|"Andrew Kaz"|"0"
"345324"|"Luna Aerospace"|"0"
"345158"|"Prestinver"|"0"
"344956"|"Good Sign Productions"|"0"
"344854"|"Pop Currency Foundation (Popular Coin)"|"0"
"344661"|"Chrisari Entertainment"|"0"
"344451"|"Mysk"|"0"
